Date,market,log_return,volatility_20,volatility_60,range_pct,volume_ratio,return_ma5,return_ma20,volatility_ratio,gmm_regime,gmm_regime_label,gmm_regime_prob
2022-03-16,dax,0.0369229136178751,0.029690667852224,0.0196790456762335,0.0256108646611914,0.999676931708758,0.008383530901226,-0.0032029453712449,1.508745309132623,2,Stress/Bear,1.0
2022-03-17,dax,-0.0036547288168463,0.0296661185799782,0.0195902161177975,0.018438208277222,0.6940905459482891,0.0136014244545741,-0.0029668113560057,1.5143333999785142,2,Stress/Bear,1.0
2022-03-18,dax,0.0017381445010632,0.0295479462502783,0.0195448918581404,0.0210433576683087,1.2561548991754783,0.0112004426846181,-0.002137168335553,1.511798912203835,2,Stress/Bear,1.0
2022-03-21,dax,-0.005993054728312,0.0292354827667335,0.0194930241356319,0.0105423576614717,0.485335837384618,0.0056325671536037,-0.0013909257483079,1.4997920570617376,2,Stress/Bear,1.0
2022-03-22,dax,0.010154921014784,0.0293466565621415,0.0195338702211927,0.0113775750803427,0.5600712911832707,0.0078336391177127,-0.0007536256501989,1.5023472680955343,2,Stress/Bear,1.0
2022-03-23,dax,-0.0131831230504814,0.0294706409599365,0.0195500229458626,0.0219047564352217,0.5401708780360617,-0.0021875682159585,-0.001202582028606,1.5074478961761726,2,Stress/Bear,1.0
2022-03-24,dax,-0.0006905627259295,0.0279917457063597,0.0195388090781105,0.0131709937925041,0.5757779673318585,-0.0015947349977751,0.0007826584054394,1.4326229195677551,2,Stress/Bear,1.0
2022-03-25,dax,0.0022372458709628,0.0267462523914608,0.0195394243716027,0.012627808210444,0.5622394777441037,-0.0014949147237952,-0.0009056140324274,1.3688352268110788,2,Stress/Bear,0.9995
2022-03-28,dax,0.0077715007907761,0.0267686680727828,0.0195330236207673,0.0177341419011775,0.5629014095581437,0.0012579963800224,-0.0001511491736016,1.3704313573000857,2,Stress/Bear,0.9995
2022-03-29,dax,0.0275661543228249,0.0257861704547414,0.0198576765184769,0.0250696197118374,0.8094429734204893,0.0047402430416305,0.0031881110024736,1.2985492250691153,2,Stress/Bear,0.9999
2022-03-30,dax,-0.0145640790272328,0.0260693608110803,0.0198948675506985,0.0129295471328868,0.6428846176873624,0.0044640518462803,0.0021185300616046,1.3103560878024054,2,Stress/Bear,0.9997
2022-03-31,dax,-0.0131838251762157,0.0257228635232867,0.0198908048181413,0.0227523700766575,0.750788271329636,0.001965399356223,0.0025486460842903,1.2932037571363766,2,Stress/Bear,0.9994
2022-04-01,dax,0.0021988308203777,0.023159796336668,0.0198875417169882,0.0071248971486621,0.6461714987743464,0.001957716346106,0.0049127733150269,1.1645379135463765,2,Stress/Bear,0.9742
2022-04-04,dax,0.0049494716511547,0.0224040982177585,0.0198643513436342,0.0138427115393463,0.654291010309148,0.0013933105181817,0.0061625857582702,1.127854508319408,2,Stress/Bear,0.9304
2022-04-05,dax,-0.0064818220010125,0.0225409697434547,0.0198084554085049,0.0177554044214346,0.7809776101545861,-0.0054162847465857,0.0058507311010554,1.137946865547958,2,Stress/Bear,0.9836
2022-04-06,dax,-0.0190843864155987,0.0160062542728568,0.019918864533714,0.0290234209680256,1.0681881583200097,-0.0063203462242589,0.0010849170768222,0.8035726256265829,1,Transition,0.9375
2022-04-07,dax,-0.0052101041508063,0.0143763334387392,0.0199179194132842,0.0174610534137493,0.8978028600424139,-0.004725602019177,0.0023116216984612,0.7217788736082031,1,Transition,0.9993
2022-04-08,dax,0.0144929434248144,0.0144086581286832,0.020010129151457,0.0100492408356953,0.8104138432090313,-0.0022667794982897,0.0023491162021598,0.7200682224299405,1,Transition,0.999
2022-04-11,dax,-0.0063835173594074,0.0137665704498171,0.0200081574449271,0.0143163953228585,0.7830571146547963,-0.0045333773004021,0.0009376241878514,0.6880478868536475,1,Transition,0.9998
2022-04-12,dax,-0.0047906528333429,0.013821589711826,0.0199826661936988,0.0207419840874715,1.1718371604418951,-0.0041951434668682,0.0007406134864723,0.6916789570445034,1,Transition,0.999
2022-04-13,dax,-0.0034402426542635,0.0108979766280796,0.0199760627367722,0.0098093036243584,0.9310246429661632,-0.0010663147146011,-0.0012775443271345,0.545551782234768,1,Transition,1.0
2022-04-14,dax,0.0061904080093687,0.011006756219855,0.0199741058293215,0.0113302861281285,1.018365079061292,0.0012137877174338,-0.0007852874858238,0.5510512617639878,1,Transition,1.0
2022-04-19,dax,-0.0007338019791681,0.0109907961087494,0.0198398189004323,0.0146529293197479,0.8779644453999537,-0.0018315613633626,-0.0009088848098353,0.5539766347620227,1,Transition,1.0
2022-04-20,dax,0.0146288231637755,0.011446587346871,0.0193380820485362,0.0147855548202151,0.9353257453067462,0.0023709067412739,0.0001222090847689,0.5919194736138502,1,Transition,0.9999
2022-04-21,dax,0.0097269157158899,0.0114272269447137,0.0193564134609744,0.0154126455812705,0.9720862845844828,0.0052744204511205,0.0001008088198242,0.590358692624168,1,Transition,0.9999
2022-04-22,dax,-0.0251594071510342,0.0124297878484467,0.019377713816203,0.016290370472672,1.018100309109512,0.0009305875517663,-0.0004980053852033,0.6414475911009335,1,Transition,0.9989
