Date,market,log_return,volatility_20,volatility_60,range_pct,volume_ratio,return_ma5,return_ma20,volatility_ratio,gmm_regime,gmm_regime_label,gmm_regime_prob
2014-03-27,dax,0.0002782975709295,0.0144167828430037,0.0105914542863535,0.0075555595508552,0.6751275535654255,0.0033091300187266,-0.0007201985323199,1.3611712285421396,0,Calm/Bull,0.9885
2014-03-28,dax,0.014285105717713,0.0145849945905462,0.0107395613125871,0.010669448970759,0.7168273862339887,0.0051613706721934,-0.0005440593994796,1.3580624167071031,0,Calm/Bull,0.9718
2014-03-31,dax,-0.0032680496178663,0.0121673623885481,0.0107485042492588,0.0095993439923672,0.7172477619934997,0.0078355584677406,0.0010416585727356,1.1320051708019918,0,Calm/Bull,0.9895
2014-04-01,dax,0.0049896504801447,0.0109269538617133,0.0107153034588825,0.0058758217115598,0.7687513025136977,0.0056029009795221,7.585931871875681e-05,1.019752161349698,0,Calm/Bull,0.9931
2014-04-02,dax,0.0020440344938002,0.010870002094114,0.0107170961072224,0.0038593222201712,0.7805318623623603,0.0036658077289442,0.0004244179307076,1.014267483034755,0,Calm/Bull,0.9934
2014-04-03,dax,0.0005672044304128,0.0108697516369517,0.0106618934995289,0.0101393399859958,0.8177339078803523,0.0037235891008409,0.0004483212968115,1.0194954242819931,0,Calm/Bull,0.995
2014-04-04,dax,0.0069289425695595,0.0097808705629454,0.0106754345771159,0.0096701726792089,0.8184976513321073,0.0022523564712102,0.0018116552795147,0.9162035036879872,0,Calm/Bull,0.9847
2014-04-07,dax,-0.0192564484855828,0.0106030298922573,0.0109610924256169,0.0117266362121384,0.8592193610471921,-0.000945323302333,0.001306769313508,0.9673333168395938,0,Calm/Bull,0.8037
2014-04-08,dax,-0.0021113522975327,0.0106003458133907,0.0109563423463016,0.0141273885075055,0.9327448123848692,-0.0023655238578685,0.0009735085324954,0.9675077209474936,0,Calm/Bull,0.9673
2014-04-09,dax,0.0016380964797621,0.0100865027319364,0.0106356645021814,0.0064535402016456,0.7723087549390404,-0.0024467114606762,0.0016993264275336,0.9483660122851466,0,Calm/Bull,0.9753
2014-04-10,dax,-0.0054649017229447,0.0090505021763951,0.0106546756375257,0.0148595525318575,0.8775983189950438,-0.0036531326913477,0.0023647878125859,0.8494394840626881,0,Calm/Bull,0.6831
2014-04-11,dax,-0.0148379132071969,0.0098149927101252,0.0108066327372201,0.0140640540056319,1.1590410576151469,-0.008006503846699,0.0014092164401807,0.9082378340035996,0,Calm/Bull,0.5284
2014-04-14,dax,0.0025602344861757,0.0093910741560358,0.0108116005693958,0.0133834415071769,1.0462399591706744,-0.0036431672523473,0.0008546631649538,0.8686109050882785,0,Calm/Bull,0.9187
2014-04-15,dax,-0.0178755944878791,0.0101623636070979,0.0110332512400051,0.0194380830325789,1.0210293231711594,-0.0067960156904165,-0.0003738010065691,0.9210669988416949,1,Transition,0.5853
2014-04-16,dax,0.0155869489533398,0.010743672821644,0.0112386529200374,0.0104626677208742,0.9183727398881856,-0.004006245195701,0.0002192571009556,0.9559573463194326,0,Calm/Bull,0.7066
