Date,market,log_return,volatility_20,volatility_60,range_pct,volume_ratio,return_ma5,return_ma20,volatility_ratio,gmm_regime,gmm_regime_label,gmm_regime_prob
2017-03-10,sp500,0.0032633397058585,0.0042847803047144,0.004163546760906,0.0058248620882326,0.9340098540976746,-0.0008848322622189,0.0013830684695634,1.0291178533039909,0,Calm/Bull,1.0
2017-03-13,sp500,0.0003665656191696,0.0042588188313326,0.0040963640847715,0.0024857707982722,0.8650745659499668,-0.0001549945856718,0.0012234114094214,1.0396582782192292,0,Calm/Bull,1.0
2017-03-14,sp500,-0.003384748980891,0.0042677861534319,0.0039653632235406,0.0043839934902712,0.869137295464124,-0.000248419201432,0.0007925672811763,1.0762661357466603,0,Calm/Bull,1.0
2017-03-15,sp500,0.0083398791246863,0.0045410557648996,0.0040645081714562,0.0088334472020286,1.0650548731459055,0.0018769222163179,0.001009594877627,1.1172460660283532,0,Calm/Bull,0.9998
2017-03-16,sp500,-0.0016280347991836,0.0044769185047238,0.0040631750356101,0.0045856463701741,0.923020271551332,0.0013914001339279,0.0006791987043811,1.1018276262990416,0,Calm/Bull,1.0
2017-03-17,sp500,-0.0013151792642314,0.0044862221500561,0.0040704353001257,0.0033932800838326,1.3905407727165346,0.0004756963399099,0.000656664321247,1.102148006115588,0,Calm/Bull,0.9982
2017-03-20,sp500,-0.0020119160803802,0.0045177839580859,0.0040698439079485,0.0041669525381945,0.8269398571392493,3.469446951953614e-18,0.0004722110508662,1.1100632015057366,0,Calm/Bull,1.0
2017-03-21,sp500,-0.0124855945901021,0.0051691053771845,0.0043960670905149,0.0170775116950068,1.145054183408731,-0.0018201691218422,-0.0004535611796423,1.175847699944702,0,Calm/Bull,0.9549
2017-03-22,sp500,0.0018881028474626,0.005192704978566,0.0043875249618571,0.0065405300267141,0.9554283875669456,-0.0031105243772869,-0.0003050167299289,1.1835157688466091,0,Calm/Bull,0.9993
2017-03-23,sp500,-0.00106083214483,0.0051923893581412,0.0043921525194481,0.0071570015439608,0.8807832448158411,-0.0029970838464162,-0.0003790032857334,1.1821969604083078,0,Calm/Bull,0.9995
2017-03-24,sp500,-0.0008443522139384,0.0051743253413873,0.0043905750126485,0.0087372676556112,0.8135210562857491,-0.0029029184363576,-0.0004958334080319,1.1785074452619493,0,Calm/Bull,0.9994
2017-03-27,sp500,-0.0010201075858456,0.0051630081878418,0.0042367751276701,0.0096728724898872,0.8897241972985291,-0.0027045567374507,-0.0005977120507109,1.218617470189174,0,Calm/Bull,0.9965
2017-03-28,sp500,0.0072253088296239,0.00542378273293,0.0043183362997013,0.0110872883681446,0.935348068126672,0.0012376239464944,-0.0001073613034699,1.2559889634591603,0,Calm/Bull,0.9677
2017-03-29,sp500,0.0010847362038301,0.0043839837194328,0.0042589734285735,0.0044132116964327,0.8778733773295917,0.0010769506177679,-0.0007321850474647,1.0293522119721723,0,Calm/Bull,1.0
2017-03-30,sp500,0.002930810911705,0.0042811409386811,0.0041510568081889,0.0049998072080278,0.9010201807612424,0.001875279229075,-0.0002917886532742,1.0313375934137083,0,Calm/Bull,1.0
2017-03-31,sp500,-0.0022575939382668,0.0042986255083789,0.0041185403126105,0.0032801178709695,0.9599506289207456,0.0015926308842093,-0.0004298558686143,1.043725490610583,0,Calm/Bull,1.0
2017-04-03,sp500,-0.0016434753080133,0.0042567945497209,0.004125219524017,0.0089620898115456,0.9753502758313848,0.0014679573397757,-0.0003478984958366,1.0318952785270863,0,Calm/Bull,1.0
2017-04-04,sp500,0.0005593660746613,0.004217138299657,0.0041080553436493,0.0041565228455144,0.9194973393145914,0.0001347687887832,-0.0001740488969991,1.026553429027262,0,Calm/Bull,1.0
2017-04-05,sp500,-0.0030595368115221,0.0042409855141956,0.0041000576179051,0.0118319932290779,1.084038386712089,-0.0006940858142871,-0.000212684339372,1.0343721745945915,0,Calm/Bull,1.0
2017-04-06,sp500,0.0019276502937349,0.0042626032261457,0.0041027781428863,0.0064729902688188,0.9253131534712712,-0.0008947179378811,-0.0001562806053236,1.0389553316541091,0,Calm/Bull,1.0
2017-04-07,sp500,-0.0008274724629448,0.0041873612921849,0.0040968707737665,0.0055274031921919,0.8872678644458489,-0.0006086936428167,-0.0003608212137637,1.0220877160680415,0,Calm/Bull,1.0
2017-04-10,sp500,0.0006874501357832,0.0041909082680211,0.0040812331750916,0.0063084889196987,0.8155603555023901,-0.0001425085540574,-0.0003447769879331,1.0268730278874691,0,Calm/Bull,1.0
2017-04-11,sp500,-0.0014349082919582,0.0041388238395061,0.0040865574474886,0.0076345157489049,0.9121520610006988,-0.0005413634273814,-0.0002472849534864,1.012789834154818,0,Calm/Bull,1.0
2017-04-12,sp500,-0.0037670374189869,0.0036762952734769,0.0040995067386065,0.0049212724469025,0.9454352470770228,-0.0006828635488743,-0.0008526307806701,0.8967652715034956,0,Calm/Bull,0.9998
2017-04-13,sp500,-0.0068380202898042,0.0039112135050625,0.0042056224629455,0.0082913153990422,0.9322788338558868,-0.0024359976655822,-0.0011131300552011,0.9299963416885544,0,Calm/Bull,0.9999
