feature,importance
volatility_60,0.41042381381911563
volatility_20,0.2634237547477654
volatility_ratio,0.1034706194935895
range_pct,0.0919595631109193
return_ma20,0.05536277126778653
return_ma5,0.0463812402069139
log_return,0.015483746208415928
volume_ratio,0.013494491145493736
