Date,market,Close,Regime,Regime_Name,Stress_Score
2025-08-18,dax,24314.76953125,0,Calm/Bull,4.447709283467603e-06
2025-08-19,dax,24423.0703125,0,Calm/Bull,1.6123893676021173e-06
2025-08-20,dax,24276.970703125,0,Calm/Bull,2.533748180005372e-06
2025-08-21,dax,24293.33984375,0,Calm/Bull,2.060342224639226e-06
2025-08-22,dax,24363.08984375,0,Calm/Bull,1.4000227837677035e-06
2025-08-25,dax,24273.119140625,0,Calm/Bull,9.858417241063769e-07
2025-08-26,dax,24152.869140625,0,Calm/Bull,0.0001312412748706867
2025-08-27,dax,24046.2109375,0,Calm/Bull,8.506238149258269e-07
2025-08-28,dax,24039.919921875,0,Calm/Bull,5.845876186611915e-07
2025-08-29,dax,23902.2109375,0,Calm/Bull,3.71858741483448e-09
2025-09-01,dax,24037.330078125,0,Calm/Bull,1.3663041812227492e-10
2025-09-02,dax,23487.330078125,0,Calm/Bull,0.00010702692086061697
2025-09-03,dax,23594.80078125,0,Calm/Bull,7.612490495950146e-07
2025-09-04,dax,23770.330078125,0,Calm/Bull,2.773802950056544e-07
2025-09-05,dax,23596.98046875,0,Calm/Bull,1.9605689479316581e-07
2025-09-08,dax,23807.130859375,0,Calm/Bull,8.798547925887494e-07
2025-09-09,dax,23718.44921875,0,Calm/Bull,3.03903974872309e-07
2025-09-10,dax,23632.94921875,0,Calm/Bull,4.3316023513432836e-07
2025-09-11,dax,23703.650390625,0,Calm/Bull,3.108100126150197e-07
2025-09-12,dax,23698.150390625,0,Calm/Bull,2.6288738845325754e-07
2025-09-15,dax,23748.859375,0,Calm/Bull,1.129587445159117e-07
2025-09-16,dax,23329.240234375,0,Calm/Bull,2.967868349938154e-05
2025-09-17,dax,23359.1796875,0,Calm/Bull,2.9179504786683086e-06
2025-09-18,dax,23674.529296875,0,Calm/Bull,7.429699809756848e-05
2025-09-19,dax,23639.41015625,2,Stress/Bear,1.0
2025-09-22,dax,23527.05078125,0,Calm/Bull,3.215597137408094e-06
2025-09-23,dax,23611.330078125,0,Calm/Bull,2.5351899666813344e-06
2025-09-24,dax,23666.810546875,0,Calm/Bull,2.3396371194358854e-06
2025-09-25,dax,23534.830078125,0,Calm/Bull,1.977221494118198e-06
2025-09-26,dax,23739.470703125,0,Calm/Bull,1.7707267391639336e-06
2025-09-29,dax,23745.060546875,0,Calm/Bull,1.1632929071698313e-06
2025-09-30,dax,23880.720703125,0,Calm/Bull,5.721177013842275e-08
2025-10-01,dax,24113.619140625,0,Calm/Bull,1.0587039500522603e-05
2025-10-02,dax,24422.560546875,0,Calm/Bull,4.636157057724858e-06
2025-10-03,dax,24378.80078125,0,Calm/Bull,2.001084594605916e-07
2025-10-06,dax,24378.2890625,0,Calm/Bull,1.6214251085310365e-07
2025-10-07,dax,24385.779296875,0,Calm/Bull,6.446000049902144e-08
2025-10-08,dax,24597.130859375,0,Calm/Bull,4.813861727232102e-07
2025-10-09,dax,24611.25,0,Calm/Bull,7.937848964495035e-08
2025-10-10,dax,24241.4609375,0,Calm/Bull,0.00011102382286118621
2025-10-13,dax,24387.9296875,0,Calm/Bull,5.536250456306829e-07
2025-10-14,dax,24236.939453125,0,Calm/Bull,1.598964432893864e-07
2025-10-15,dax,24181.369140625,0,Calm/Bull,2.8995793908854504e-07
2025-10-16,dax,24272.189453125,0,Calm/Bull,4.3553729059205264e-08
2025-10-17,dax,23830.990234375,0,Calm/Bull,0.00017229049962320182
2025-10-20,dax,24258.80078125,0,Calm/Bull,4.982437978224394e-05
2025-10-21,dax,24330.029296875,0,Calm/Bull,1.328292369276269e-06
2025-10-22,dax,24151.130859375,0,Calm/Bull,1.5781052778642988e-05
2025-10-23,dax,24207.7890625,0,Calm/Bull,4.777976180559876e-06
2025-10-24,dax,24239.890625,0,Calm/Bull,4.528876442823361e-06
2025-10-27,dax,24308.779296875,0,Calm/Bull,6.221894097248167e-06
2025-10-28,dax,24278.630859375,0,Calm/Bull,5.8030092425879125e-06
2025-10-29,dax,24124.2109375,0,Calm/Bull,3.74781004168905e-05
2025-10-30,dax,24118.890625,0,Calm/Bull,5.570278178609519e-06
2025-10-31,dax,23958.30078125,0,Calm/Bull,2.498995015557736e-06
2025-11-03,dax,24132.41015625,0,Calm/Bull,4.987282195012778e-06
2025-11-04,dax,23949.109375,0,Calm/Bull,6.233250189058372e-06
2025-11-05,dax,24049.740234375,0,Calm/Bull,1.474956589370144e-05
2025-11-06,dax,23734.01953125,0,Calm/Bull,3.761826121590987e-05
2025-11-07,dax,23569.9609375,0,Calm/Bull,8.62270560598974e-06
2025-11-10,dax,23959.990234375,0,Calm/Bull,9.481611955132638e-05
2025-11-11,dax,24088.060546875,0,Calm/Bull,3.751686928730769e-06
2025-11-12,dax,24381.4609375,0,Calm/Bull,0.0003695386245036643
2025-11-13,dax,24041.619140625,0,Calm/Bull,0.000323496731092377
2025-11-14,dax,23876.55078125,0,Calm/Bull,5.1181762964516215e-05
2025-11-17,dax,23590.51953125,0,Calm/Bull,6.188014328714398e-06
2025-11-18,dax,23180.529296875,0,Calm/Bull,0.00016047321409944017
2025-11-19,dax,23162.919921875,0,Calm/Bull,0.00016554360248573574
2025-11-20,dax,23278.849609375,0,Calm/Bull,1.8869031184945592e-05
2025-11-21,dax,23091.869140625,0,Calm/Bull,6.672640005178866e-05
2025-11-24,dax,23239.1796875,2,Stress/Bear,0.9975897800333355
2025-11-25,dax,23464.630859375,0,Calm/Bull,4.0187180375526344e-05
2025-11-26,dax,23726.220703125,0,Calm/Bull,2.5638354239594402e-05
2025-11-27,dax,23767.9609375,0,Calm/Bull,9.393168051973377e-06
2025-11-28,dax,23836.7890625,0,Calm/Bull,1.4340354872964197e-05
2025-12-01,dax,23589.439453125,0,Calm/Bull,4.033038075198052e-05
2025-12-02,dax,23710.859375,0,Calm/Bull,5.684105242262517e-06
2025-12-03,dax,23693.7109375,0,Calm/Bull,5.195303955106767e-06
2025-12-04,dax,23882.029296875,0,Calm/Bull,8.909534789381411e-06
2025-12-05,dax,24028.140625,0,Calm/Bull,3.277357450379564e-06
2025-12-08,dax,24046.009765625,0,Calm/Bull,1.8553938946731732e-06
2025-12-09,dax,24162.650390625,0,Calm/Bull,4.704243620926818e-06
2025-12-10,dax,24130.140625,0,Calm/Bull,2.004432766147433e-06
2025-12-11,dax,24294.609375,0,Calm/Bull,4.152389873955406e-06
2025-12-12,dax,24186.490234375,0,Calm/Bull,5.796954821628473e-07
2025-12-15,dax,24229.91015625,0,Calm/Bull,1.0197159910017456e-07
2025-12-16,dax,24076.869140625,0,Calm/Bull,1.4386769483949994e-08
2025-12-17,dax,23960.58984375,0,Calm/Bull,1.7027017938617144e-08
2025-12-18,dax,24199.5,0,Calm/Bull,1.195315309975643e-07
