feature,importance
volatility_ratio,0.3431218394854447
signed_vol20,0.15191310649451703
range_pct,0.10725534968679941
drawdown_60,0.10680292723257172
up_vol_ratio,0.075439699254923
return_ma20,0.07524348536901508
vol_acceleration,0.053211489947949955
return_ma5,0.05029133589759008
log_return,0.025979868156360345
positive_days_10,0.010740898474828458
