Date,Adj Close,Close,High,Low,Open,Volume
2014-01-02,9400.0400390625,9400.0400390625,9620.9296875,9394.2099609375,9598.25,90956900
2014-01-03,9435.150390625,9435.150390625,9453.48046875,9367.990234375,9409.66015625,58772900
2014-01-06,9428.0,9428.0,9468.7998046875,9399.8095703125,9419.4404296875,53653700
2014-01-07,9506.2001953125,9506.2001953125,9518.7197265625,9416.8603515625,9446.25,79946800
2014-01-08,9497.83984375,9497.83984375,9516.259765625,9467.9501953125,9512.7900390625,90140400
2014-01-09,9421.6103515625,9421.6103515625,9549.5,9402.7998046875,9492.240234375,98917000
2014-01-10,9473.240234375,9473.240234375,9529.7001953125,9441.25,9473.8701171875,96130400
2014-01-13,9510.169921875,9510.169921875,9519.2998046875,9457.3095703125,9497.919921875,85787700
2014-01-14,9540.509765625,9540.509765625,9540.509765625,9381.9404296875,9391.4599609375,104777800
2014-01-15,9733.8095703125,9733.8095703125,9747.400390625,9582.099609375,9590.5703125,120099000
2014-01-16,9717.7099609375,9717.7099609375,9747.3701171875,9702.9697265625,9742.2099609375,87811900
2014-01-17,9742.9599609375,9742.9599609375,9789.8896484375,9709.1396484375,9718.2001953125,131098100
2014-01-20,9715.900390625,9715.900390625,9733.400390625,9672.3203125,9713.2001953125,78126100
2014-01-21,9730.1201171875,9730.1201171875,9794.0498046875,9714.01953125,9751.98046875,80839600
2014-01-22,9720.1103515625,9720.1103515625,9765.6298828125,9677.1396484375,9752.1103515625,84234100
2014-01-23,9631.0400390625,9631.0400390625,9728.7802734375,9596.490234375,9690.509765625,98660400
2014-01-24,9392.01953125,9392.01953125,9664.240234375,9374.080078125,9646.650390625,125916200
2014-01-27,9349.2197265625,9349.2197265625,9402.7197265625,9310.990234375,9389.169921875,112554100
2014-01-28,9406.91015625,9406.91015625,9427.58984375,9345.759765625,9405.5302734375,99322000
2014-01-29,9336.73046875,9336.73046875,9537.6298828125,9221.2998046875,9507.349609375,126384200
2014-01-30,9373.48046875,9373.48046875,9415.48046875,9266.9501953125,9343.509765625,97748700
2014-01-31,9306.48046875,9306.48046875,9346.7900390625,9166.0498046875,9339.83984375,126856500
2014-02-03,9186.51953125,9186.51953125,9357.580078125,9173.5595703125,9318.76953125,105545400
2014-02-04,9127.91015625,9127.91015625,9166.98046875,9071.25,9126.4599609375,114598200
2014-02-05,9116.3203125,9116.3203125,9154.7197265625,9080.8701171875,9105.2802734375,95608700
2014-02-06,9256.580078125,9256.580078125,9274.4599609375,9128.9697265625,9166.4599609375,122685200
2014-02-07,9301.919921875,9301.919921875,9323.240234375,9223.2099609375,9275.3798828125,89003400
2014-02-10,9289.8603515625,9289.8603515625,9346.1298828125,9280.1796875,9331.7099609375,59599900
2014-02-11,9478.76953125,9478.76953125,9478.76953125,9338.009765625,9338.7998046875,76248400
2014-02-12,9540.0,9540.0,9594.849609375,9501.9599609375,9505.1201171875,85292300
2014-02-13,9596.76953125,9596.76953125,9600.6396484375,9479.8603515625,9522.66015625,93209100
2014-02-14,9662.400390625,9662.400390625,9677.5302734375,9593.3701171875,9615.51953125,91504800
2014-02-17,9656.759765625,9656.759765625,9682.1904296875,9645.509765625,9661.7998046875,45850100
2014-02-18,9659.7802734375,9659.7802734375,9690.9697265625,9614.400390625,9674.7998046875,58827300
2014-02-19,9660.0498046875,9660.0498046875,9695.8603515625,9596.419921875,9641.4501953125,72892900
2014-02-20,9618.849609375,9618.849609375,9618.849609375,9504.1796875,9524.580078125,88676900
2014-02-21,9656.9501953125,9656.9501953125,9666.150390625,9598.0302734375,9665.080078125,78587700
2014-02-24,9708.9404296875,9708.9404296875,9708.9404296875,9602.9501953125,9619.6396484375,67953500
2014-02-25,9699.349609375,9699.349609375,9710.9501953125,9628.7197265625,9676.5595703125,90676100
2014-02-26,9661.73046875,9661.73046875,9720.66015625,9612.51953125,9708.5,87277200
2014-02-27,9588.330078125,9588.330078125,9672.8203125,9497.7802734375,9660.5498046875,86422200
2014-02-28,9692.080078125,9692.080078125,9692.080078125,9566.0400390625,9592.900390625,83200800
2014-03-03,9358.8896484375,9358.8896484375,9554.169921875,9358.73046875,9553.080078125,118040200
2014-03-04,9589.150390625,9589.150390625,9590.1103515625,9421.16015625,9453.76953125,95630200
2014-03-05,9542.01953125,9542.01953125,9599.0,9534.4296875,9562.3896484375,73341700
2014-03-06,9542.8701171875,9542.8701171875,9587.4404296875,9505.3203125,9577.349609375,103682600
2014-03-07,9350.75,9350.75,9543.240234375,9346.8203125,9538.4501953125,103246700
2014-03-10,9265.5,9265.5,9382.98046875,9216.0703125,9305.509765625,84875400
2014-03-11,9307.7900390625,9307.7900390625,9375.2900390625,9259.1796875,9295.3203125,72300800
2014-03-12,9188.6904296875,9188.6904296875,9267.099609375,9142.5400390625,9257.1298828125,107430600
2014-03-13,9017.7900390625,9017.7900390625,9226.9599609375,9017.349609375,9200.1201171875,113773100
2014-03-14,9056.41015625,9056.41015625,9094.240234375,8913.26953125,8939.1796875,141175500
2014-03-17,9180.8896484375,9180.8896484375,9197.8095703125,9047.490234375,9047.490234375,86964500
2014-03-18,9242.5498046875,9242.5498046875,9315.0703125,9105.6904296875,9172.0498046875,99301200
2014-03-19,9277.0498046875,9277.0498046875,9325.9296875,9221.58984375,9262.7099609375,89476800
2014-03-20,9296.1201171875,9296.1201171875,9296.900390625,9156.6298828125,9215.7001953125,96945700
2014-03-21,9342.9404296875,9342.9404296875,9376.9404296875,9288.150390625,9300.66015625,198583500
2014-03-24,9188.76953125,9188.76953125,9358.9501953125,9181.3701171875,9349.51953125,86790900
2014-03-25,9338.400390625,9338.400390625,9372.0703125,9223.900390625,9223.919921875,82230600
2014-03-26,9448.580078125,9448.580078125,9488.740234375,9360.2998046875,9367.5302734375,75841600
2014-03-27,9451.2099609375,9451.2099609375,9469.3896484375,9397.98046875,9428.91015625,66826100
2014-03-28,9587.1904296875,9587.1904296875,9587.1904296875,9484.900390625,9487.1201171875,70498400
2014-03-31,9555.91015625,9555.91015625,9634.8203125,9543.08984375,9621.919921875,68772900
2014-04-01,9603.7099609375,9603.7099609375,9631.0595703125,9574.6298828125,9601.9599609375,72835100
2014-04-02,9623.3603515625,9623.3603515625,9645.599609375,9608.4599609375,9628.759765625,73976000
2014-04-03,9628.8203125,9628.8203125,9689.51953125,9591.8896484375,9620.8701171875,76385800
2014-04-04,9695.76953125,9695.76953125,9721.5,9627.740234375,9641.9599609375,75314000
2014-04-07,9510.849609375,9510.849609375,9608.2001953125,9496.669921875,9585.51953125,78800000
2014-04-08,9490.7900390625,9490.7900390625,9525.9404296875,9391.8603515625,9525.0703125,86190900
2014-04-09,9506.349609375,9506.349609375,9542.3095703125,9480.9599609375,9506.75,69917100
2014-04-10,9454.5400390625,9454.5400390625,9581.48046875,9440.990234375,9556.7001953125,77873700
2014-04-11,9315.2900390625,9315.2900390625,9390.4404296875,9259.4296875,9351.2001953125,100489700
2014-04-14,9339.169921875,9339.169921875,9339.169921875,9214.1796875,9248.8603515625,90916500
2014-04-15,9173.7099609375,9173.7099609375,9344.849609375,9166.5302734375,9324.83984375,88156800
2014-04-16,9317.8203125,9317.8203125,9318.9697265625,9221.48046875,9252.2998046875,78803200
2014-04-17,9409.7099609375,9409.7099609375,9417.8203125,9277.3603515625,9311.0302734375,86295200
2014-04-22,9600.08984375,9600.08984375,9602.5703125,9439.66015625,9455.51953125,70194100
2014-04-23,9544.1904296875,9544.1904296875,9607.83984375,9539.6201171875,9602.1201171875,61216900
2014-04-24,9548.6796875,9548.6796875,9645.0595703125,9410.330078125,9597.0703125,87813900
2014-04-25,9401.5498046875,9401.5498046875,9501.91015625,9367.419921875,9474.7900390625,79230200
2014-04-28,9446.3603515625,9446.3603515625,9496.83984375,9407.650390625,9454.83984375,67539100
2014-04-29,9584.1201171875,9584.1201171875,9596.419921875,9480.5703125,9521.650390625,91467900
2014-04-30,9603.23046875,9603.23046875,9618.98046875,9561.0595703125,9576.9296875,90290900
2014-05-02,9556.01953125,9556.01953125,9627.3798828125,9533.2998046875,9611.7900390625,88062300
2014-05-05,9529.5,9529.5,9548.169921875,9407.08984375,9536.3798828125,61911600
2014-05-06,9467.5302734375,9467.5302734375,9571.6298828125,9440.4697265625,9570.25,82062900
2014-05-07,9521.2998046875,9521.2998046875,9554.349609375,9410.080078125,9418.5,92732600
2014-05-08,9607.400390625,9607.400390625,9622.2998046875,9487.5703125,9547.26953125,102022500
2014-05-09,9581.4501953125,9581.4501953125,9602.8603515625,9558.1103515625,9591.3203125,80084100
2014-05-12,9702.4599609375,9702.4599609375,9710.33984375,9587.1396484375,9608.9296875,87508500
2014-05-13,9754.4296875,9754.4296875,9783.7197265625,9732.33984375,9751.0498046875,96844100
2014-05-14,9754.3896484375,9754.3896484375,9772.08984375,9733.2099609375,9765.6201171875,76079000
2014-05-15,9656.0498046875,9656.0498046875,9810.2900390625,9631.5703125,9741.25,133897400
2014-05-16,9629.099609375,9629.099609375,9670.900390625,9577.900390625,9646.5595703125,113085400
2014-05-19,9659.3896484375,9659.3896484375,9676.51953125,9534.5595703125,9607.3203125,97857300
2014-05-20,9639.080078125,9639.080078125,9685.5595703125,9613.91015625,9644.7998046875,67588400
2014-05-21,9697.8701171875,9697.8701171875,9709.91015625,9583.5595703125,9615.8603515625,86239200
2014-05-22,9720.91015625,9720.91015625,9734.1396484375,9689.1298828125,9731.4501953125,63696000
2014-05-23,9768.009765625,9768.009765625,9779.58984375,9704.75,9722.6298828125,65280800
2014-05-26,9892.8203125,9892.8203125,9893.8095703125,9821.6796875,9826.91015625,53846400
2014-05-27,9940.8203125,9940.8203125,9951.900390625,9879.6396484375,9893.330078125,79797700
2014-05-28,9939.169921875,9939.169921875,9957.8701171875,9898.259765625,9950.740234375,72748500
2014-05-29,9938.900390625,9938.900390625,9956.240234375,9917.9697265625,9937.66015625,65743400
2014-05-30,9943.26953125,9943.26953125,9970.76953125,9924.6298828125,9926.73046875,103680100
2014-06-02,9950.1201171875,9950.1201171875,9992.330078125,9907.76953125,9986.8603515625,57920300
2014-06-03,9919.740234375,9919.740234375,9954.7802734375,9887.009765625,9949.9599609375,71968600
2014-06-04,9926.669921875,9926.669921875,9928.9599609375,9866.9697265625,9903.8203125,66442200
2014-06-05,9947.830078125,9947.830078125,10013.6904296875,9896.08984375,9929.41015625,129942500
2014-06-06,9987.1904296875,9987.1904296875,10000.919921875,9941.650390625,9954.009765625,92994900
2014-06-09,10008.6298828125,10008.6298828125,10009.599609375,9985.8701171875,9994.400390625,43200400
2014-06-10,10028.7998046875,10028.7998046875,10033.740234375,9987.6904296875,9998.509765625,64853100
2014-06-11,9949.8095703125,9949.8095703125,10024.83984375,9921.259765625,10022.990234375,96286500
2014-06-12,9938.7001953125,9938.7001953125,9970.3798828125,9917.6103515625,9950.51953125,68482900
2014-06-13,9912.8701171875,9912.8701171875,9944.5703125,9829.08984375,9920.490234375,79417700
2014-06-16,9883.98046875,9883.98046875,9925.849609375,9872.76953125,9885.9697265625,64029200
2014-06-17,9920.3203125,9920.3203125,9982.8896484375,9861.2900390625,9915.2001953125,72084200
2014-06-18,9930.330078125,9930.330078125,9964.01953125,9922.0703125,9932.0400390625,72976800
2014-06-19,10004.0,10004.0,10023.5498046875,9993.0302734375,10018.91015625,86693500
2014-06-20,9987.240234375,9987.240234375,10050.98046875,9987.240234375,9995.5,209559600
2014-06-23,9920.919921875,9920.919921875,9993.01953125,9885.9599609375,9991.400390625,68730100
2014-06-24,9938.080078125,9938.080078125,9948.58984375,9899.4697265625,9938.6396484375,61266100
2014-06-25,9867.75,9867.75,9914.1201171875,9836.4599609375,9883.7802734375,82312000
2014-06-26,9804.900390625,9804.900390625,9898.3798828125,9749.75,9894.5498046875,94925000
